Transaction Date,Customer ID,Product Description
2014-01-04,2965,white bread
2014-01-04,3028,butter
2014-01-04,3028,white bread
2014-01-04,3141,frozen vegetables
2014-01-04,3141,napkins
2014-01-04,3141,other vegetables
2014-01-04,3284,instant coffee
2014-01-04,3284,other vegetables
2014-01-04,3284,yogurt
2014-01-04,3398,cat food
2014-01-04,3398,chocolate
2014-01-04,3621,citrus fruit
2014-01-04,3621,cling film/bags
2014-01-04,3621,ham
2014-01-04,3848,brown bread
2014-01-04,3848,chocolate marshmallow
2014-01-04,4310,bottled water
2014-01-04,4310,candy
2014-01-04,4465,frozen potato products
2014-01-04,4465,specialty chocolate
2014-01-04,4830,ice cream
2014-01-04,4830,soda
2014-01-05,1415,fruit/vegetable juice
2014-01-05,1415,sausage
2014-01-05,1891,hygiene articles
2014-01-05,1891,white bread
2014-01-05,1969,cat food
2014-01-05,1969,fruit/vegetable juice
2014-01-05,1969,jam
2014-01-05,1969,other vegetables
2014-01-05,2047,cat food
2014-01-05,2047,tropical fruit
2014-01-05,2129,berries
2014-01-05,2129,coffee
2014-01-05,2129,herbs
2014-01-05,2174,bottled water
2014-01-05,2174,brown bread
2014-01-05,2174,domestic eggs
2014-01-05,2193,bottled beer
2014-01-05,2193,med milk
2014-01-05,2238,curd
2014-01-05,2238,med milk
2014-01-05,2238,pastry
2014-01-05,2269,hamburger meat
2014-01-05,2269,sliced cheese
2014-01-05,2618,bottled water
2014-01-05,2618,flower (seeds)
2014-01-05,2618,fish
2014-01-05,2618,small milk
2014-01-05,2618,specialty chocolate
2014-01-05,2618,whipped/sour cream
2014-01-05,2725,baking powder
2014-01-05,2725,med milk
2014-01-05,2847,processed cheese
2014-01-05,2847,rolls/buns
2014-01-05,2982,coffee
2014-01-05,2982,sugar
2014-01-05,3425,citrus fruit
2014-01-05,3425,soda
2014-01-05,3639,flower (seeds)
2014-01-05,3639,sweet spreads
2014-01-05,3684,newspapers
2014-01-05,3684,rolls/buns
2014-01-05,3814,bottled water
2014-01-05,3814,red/blush wine
2014-01-05,4182,italian sausage
2014-01-05,4182,liver loaf
2014-01-05,4182,med milk
2014-01-05,4182,sausage
2014-01-05,4182,vinegar
2014-01-05,4426,Instant food products
2014-01-05,4426,pastry
2014-01-05,4426,pip fruit
2014-01-05,4442,baking powder
2014-01-05,4442,citrus fruit
2014-01-05,4601,cream cheese 
2014-01-05,4601,other vegetables
2014-01-05,4601,pot plants
2014-01-05,4601,root vegetables
2014-01-05,4601,yogurt
2014-01-05,4823,frozen meals
2014-01-05,4823,UHT-milk
2014-01-05,4938,meat
2014-01-05,4938,shopping bags
2014-01-05,4938,UHT-milk
2014-01-05,4997,canned beer
2014-01-05,4997,italian sausage
2014-01-05,4997,large milk
2014-01-05,4997,sausage
2014-01-06,1057,domestic eggs
2014-01-06,1057,italian sausage
2014-01-06,1057,sausage
2014-01-06,1057,sliced cheese
2014-01-06,1057,soda
2014-01-06,1410,dishes
2014-01-06,1410,rum
2014-01-06,1410,sausage
2014-01-06,1440,fruit/vegetable juice
2014-01-06,1440,tropical fruit
2014-01-06,1489,brown bread
2014-01-06,1489,chicken
2014-01-06,1489,newspapers
2014-01-06,1489,sauces
2014-01-06,1489,vinegar
2014-01-06,1828,herbs
2014-01-06,1828,italian sausage
2014-01-06,1828,rolls/buns
2014-01-06,1828,sausage
2014-01-06,1828,spread cheese
2014-01-06,2010,large milk
2014-01-06,2010,other vegetables
2014-01-06,2010,shopping bags
2014-01-06,2010,yogurt
2014-01-06,2284,fruit/vegetable juice
2014-01-06,2284,tropical fruit
2014-01-06,2354,beverages
2014-01-06,2354,rolls/buns
2014-01-06,2354,soups
2014-01-06,2354,white bread
2014-01-06,2594,hard cheese
2014-01-06,2594,soft cheese
2014-01-06,2595,cream cheese 
2014-01-06,2595,curd
2014-01-06,2595,domestic eggs
2014-01-06,2638,misc. beverages
2014-01-06,2638,root vegetables
2014-01-06,3006,brown bread
2014-01-06,3006,waffles
2014-01-06,3113,cling film/bags
2014-01-06,3113,hygiene articles
2014-01-06,3218,cereals
2014-01-06,3218,dishes
2014-01-06,3218,med milk
2014-01-06,3218,pastry
2014-01-06,3218,waffles
2014-01-06,3218,yogurt
2014-01-06,3595,bottled water
2014-01-06,3595,canned beer
2014-01-06,3595,domestic eggs
2014-01-06,3595,waffles
2014-01-06,3614,frozen meals
2014-01-06,3614,other vegetables
2014-01-06,3743,coffee
2014-01-06,3743,domestic eggs
2014-01-06,3743,photo/film
2014-01-06,3743,small milk
2014-01-06,3743,soda
2014-01-06,3743,yogurt
2014-01-06,3768,dessert
2014-01-06,3768,rolls/buns
2014-01-06,3768,soda
2014-01-06,3768,yogurt
2014-01-06,3849,large milk
2014-01-06,4575,mustard
2014-01-06,4575,sausage
2014-01-06,4649,other vegetables
2014-01-06,4649,rolls/buns
2014-01-06,4649,soda
2014-01-06,4913,onions
2014-01-06,4913,whipped/sour cream
2014-01-06,4975,berries
2014-01-06,4975,bottled water
2014-01-06,4975,canned beer
2014-01-07,1049,margarine
2014-01-07,1049,specialty bar
2014-01-07,1113,newspapers
2014-01-07,1113,small milk
2014-01-07,1113,yogurt
2014-01-07,1320,mayonnaise
2014-01-07,1320,processed cheese
2014-01-07,1320,rolls/buns
2014-01-07,1320,soda
2014-01-07,1364,citrus fruit
2014-01-07,1364,frozen dessert
2014-01-07,1522,med milk
2014-01-07,1522,delete
2014-01-07,1522,waffles
2014-01-07,1747,frozen vegetables
2014-01-07,1747,italian sausage
2014-01-07,1747,margarine
2014-01-07,1825,large milk
2014-01-07,1825,long life bakery product
2014-01-07,1825,rolls/buns
2014-01-07,1825,soda
2014-01-07,1825,UHT-milk
2014-01-07,1922,whipped/sour cream
2014-01-07,1922,yogurt
2014-01-07,1947,berries
2014-01-07,1947,small milk
2014-01-07,1947,specialty chocolate
2014-01-07,1947,white bread
2014-01-07,2026,margarine
2014-01-07,2026,other vegetables
2014-01-07,2236,bottled beer
2014-01-07,2236,candy
2014-01-07,2236,soda
2014-01-07,2369,beef
2014-01-07,2369,soda
2014-01-07,2411,canned beer
2014-01-07,2411,other vegetables
2014-01-07,2411,sauces
2014-01-07,2573,brown bread
2014-01-07,2573,zwieback
2014-01-07,2588,coffee
2014-01-07,2588,small milk
2014-01-07,2898,bottled water
2014-01-07,2898,rolls/buns
2014-01-07,3376,cream cheese 
2014-01-07,3376,other vegetables
2014-01-07,3376,soda
2014-01-07,3444,brown bread
2014-01-07,3444,canned beer
2014-01-07,3444,rice
2014-01-07,3444,syrup
2014-01-07,3850,pickled vegetables
2014-01-07,3850,rolls/buns
2014-01-07,3966,canned beer
2014-01-07,3966,large milk
2014-01-07,4171,other vegetables
2014-01-07,4171,root vegetables
2014-01-07,4171,small milk
2014-01-07,4308,small milk
2014-01-07,4308,soda
2014-01-07,4367,curd
2014-01-07,4367,domestic eggs
2014-01-07,4367,frozen vegetables
2014-01-07,4551,mayonnaise
2014-01-07,4551,pastry
2014-01-07,4722,frozen dessert
2014-01-07,4722,hygiene articles
2014-01-07,4722,rolls/buns
2014-01-07,4722,soda
2014-01-07,4818,pip fruit
2014-01-07,4818,sliced cheese
2014-01-07,4818,white bread
2014-01-07,4969,baking powder
2014-01-07,4969,butter milk
2014-01-07,4969,salty snack
2014-01-07,4969,soda
2014-01-08,1243,cling film/bags
2014-01-08,1243,sauces
2014-01-08,1243,soda
2014-01-08,1285,butter
2014-01-08,1285,rolls/buns
2014-01-08,1495,meat
2014-01-08,1495,other vegetables
2014-01-08,2031,detergent
2014-01-08,2031,rolls/buns
2014-01-08,2086,butter
2014-01-08,2086,root vegetables
2014-01-08,2107,coffee
2014-01-08,2107,large milk
2014-01-08,2294,bottled beer
2014-01-08,2294,sugar
2014-01-08,2407,root vegetables
2014-01-08,2407,sliced cheese
2014-01-08,2651,dishes
2014-01-08,2651,shopping bags
2014-01-08,2664,cereals
2014-01-08,2664,citrus fruit
2014-01-08,2664,pickled vegetables
2014-01-08,2664,small milk
2014-01-08,2664,yogurt
2014-01-08,2899,canned beer
2014-01-08,2899,italian sausage
2014-01-08,2899,soda
2014-01-08,3241,brown bread
2014-01-08,3241,ham
2014-01-08,3241,large milk
2014-01-08,3402,newspapers
2014-01-08,3402,rolls/buns
2014-01-08,3451,soda
2014-01-08,3534,citrus fruit
2014-01-08,3534,processed cheese
2014-01-08,3893,canned beer
2014-01-08,3893,salty snack
2014-01-08,3998,ice cream
2014-01-08,3998,Instant food products
2014-01-08,3998,long life bakery product
2014-01-08,4144,bottled beer
2014-01-08,4144,large milk
2014-01-08,4765,beef
2014-01-08,4765,misc. beverages
2014-01-08,4765,spread cheese
2014-01-08,4796,curd
2014-01-08,4796,soda
2014-01-08,4814,hygiene articles
2014-01-08,4814,small milk
2014-01-08,4814,white bread
2014-01-08,4939,beef
2014-01-08,4939,whipped/sour cream
2014-01-09,1005,rolls/buns
2014-01-09,1408,hamburger meat
2014-01-09,1408,ice cream
2014-01-09,1552,baby cosmetics
2014-01-09,1552,rolls/buns
2014-01-09,1568,candy
2014-01-09,1568,domestic eggs
2014-01-09,1816,large milk
2014-01-09,1816,soda
2014-01-09,1878,chicken
2014-01-09,1878,liquor
2014-01-09,1975,rolls/buns
2014-01-09,1975,soups
2014-01-09,2531,beef
2014-01-09,2531,chewing gum
2014-01-09,2531,rolls/buns
2014-01-09,2531,soda
2014-01-09,2642,long life bakery product
2014-01-09,2642,yogurt
2014-01-09,2946,onions
2014-01-09,2946,white wine
2014-01-09,3117,berries
2014-01-09,3117,domestic eggs
2014-01-09,3122,coffee
2014-01-09,3122,newspapers
2014-01-09,3122,oil
2014-01-09,3299,frozen meals
2014-01-09,3299,ham
2014-01-09,3334,liquor (appetizer)
2014-01-09,3334,root vegetables
2014-01-09,3334,white wine
2014-01-09,3487,rolls/buns
2014-01-09,3487,seasonal products
2014-01-09,3692,beef
2014-01-09,3692,salty snack
2014-01-09,4356,butter milk
2014-01-09,4356,soda
2014-01-09,4356,tropical fruit
2014-01-09,4427,salt
2014-01-09,4427,turkey
2014-01-09,4623,newspapers
2014-01-09,4623,white bread
2014-01-09,4852,bottled water
2014-01-09,4852,curd
2014-01-09,4852,italian sausage
2014-01-09,4852,sausage
2014-01-09,4915,bottled water
2014-01-09,4915,sliced cheese
2014-01-10,1625,bottled water
2014-01-10,1625,pot plants
2014-01-10,1625,yogurt
2014-01-10,1847,canned beer
2014-01-10,1847,rolls/buns
2014-01-10,2676,candy
2014-01-10,2676,other vegetables
2014-01-10,2850,pip fruit
2014-01-10,2850,root vegetables
2014-01-10,2937,pastry
2014-01-10,2937,rolls/buns
2014-01-10,3106,ham
2014-01-10,3106,pastry
2014-01-10,3303,dessert
2014-01-10,3303,dishes
2014-01-10,3347,coffee
2014-01-10,3347,rolls/buns
2014-01-10,3879,curd
2014-01-10,3929,dish cleaner
2014-01-10,3929,semi-finished bread
2014-01-10,3929,shopping bags
2014-01-10,3929,small milk
2014-01-10,4651,rolls/buns
2014-01-10,4651,sugar
2014-01-10,4720,baking powder
2014-01-10,4720,chocolate
2014-01-10,4720,salad dressing
2014-01-11,1241,small milk
2014-01-11,1241,specialty cheese
2014-01-11,1308,napkins
2014-01-11,1308,pastry
2014-01-11,1403,cling film/bags
2014-01-11,1403,fruit/vegetable juice
2014-01-11,1589,butter
2014-01-11,1589,dessert
2014-01-11,1820,butter milk
2014-01-11,1820,citrus fruit
2014-01-11,1820,salad dressing
2014-01-11,1869,root vegetables
2014-01-11,1869,tropical fruit
2014-01-11,2544,instant coffee
2014-01-11,2544,italian sausage
2014-01-11,2544,processed cheese
2014-01-11,2544,sausage
2014-01-11,2551,curd
2014-01-11,2551,large milk
2014-01-11,2551,other vegetables
2014-01-11,2551,shopping bags
2014-01-11,2606,candles
2014-01-11,2606,large milk
2014-01-11,2630,processed cheese
2014-01-11,2630,root vegetables
2014-01-11,2750,sparkling wine
2014-01-11,2750,waffles
2014-01-11,2860,bottled water
2014-01-11,2860,small milk
2014-01-11,2860,tropical fruit
2014-01-11,2860,yogurt
2014-01-11,2940,citrus fruit
2014-01-11,2940,sliced cheese
2014-01-11,3489,cereals
2014-01-11,3489,frozen dessert
2014-01-11,3489,italian sausage
2014-01-11,3489,popcorn
2014-01-11,3489,sausage
2014-01-11,3489,small milk
2014-01-11,3751,herbs
2014-01-11,3751,pet care
2014-01-11,3751,specialty chocolate
2014-01-11,3840,butter
2014-01-11,3855,coffee
2014-01-11,3855,other vegetables
2014-01-11,3855,root vegetables
2014-01-11,3855,white wine
2014-01-11,3920,coffee
2014-01-11,3920,small milk
2014-01-11,4078,ham
2014-01-11,4078,hard cheese
2014-01-11,4081,domestic eggs
2014-01-11,4081,pip fruit
2014-01-11,4403,butter
2014-01-11,4403,herbs
2014-01-11,4403,other vegetables
2014-01-11,4403,pastry
2014-01-11,4467,UHT-milk
2014-01-11,4467,white bread
2014-01-11,4557,herbs
2014-01-11,4557,soda
2014-01-11,4557,tropical fruit
2014-01-11,4618,brown bread
2014-01-11,4618,other vegetables
2014-01-11,4915,rolls/buns
2014-01-11,4915,yogurt
2014-01-11,4916,frozen vegetables
2014-01-11,4916,grapes
2014-01-11,4916,large milk
2014-01-12,1045,butter
2014-01-12,1045,root vegetables
2014-01-12,1045,yogurt
2014-01-12,1204,chocolate
2014-01-12,1204,softener
2014-01-12,1430,canned beer
2014-01-12,1430,soda
2014-01-12,1430,soft cheese
2014-01-12,1430,waffles
2014-01-12,1504,italian sausage
2014-01-12,1504,sausage
2014-01-12,1504,white wine
2014-01-12,1606,canned beer
2014-01-12,1606,dog food
2014-01-12,1606,italian sausage
2014-01-12,1606,sausage
2014-01-12,1623,italian sausage
2014-01-12,1623,sausage
2014-01-12,1623,soda
2014-01-12,1655,bottled water
2014-01-12,1655,cereals
2014-01-12,1655,med milk
2014-01-12,1655,rolls/buns
2014-01-12,1702,pip fruit
2014-01-12,1702,yogurt
2014-01-12,2618,long life bakery product
2014-01-12,2618,salty snack
2014-01-12,2619,condensed milk
2014-01-12,2619,other vegetables
2014-01-12,2619,salad dressing
2014-01-12,2619,shopping bags
2014-01-12,2864,dishes
2014-01-12,2864,med milk
2014-01-12,2864,other vegetables
2014-01-12,2864,popcorn
2014-01-12,2864,root vegetables
2014-01-12,2952,hamburger meat
2014-01-12,2952,newspapers
2014-01-12,2952,sugar
2014-01-12,2952,whipped/sour cream
2014-01-12,3430,other vegetables
2014-01-12,3430,pot plants
2014-01-12,3430,vinegar
2014-01-12,3649,ice cream
2014-01-12,3649,pip fruit
2014-01-12,3739,italian sausage
2014-01-12,3739,red/blush wine
2014-01-12,3739,salty snack
2014-01-12,3739,sausage
2014-01-12,3832,med milk
2014-01-12,3832,shopping bags
2014-01-12,3832,specialty bar
2014-01-12,3924,hamburger meat
2014-01-12,3924,pastry
2014-01-12,3924,rolls/buns
2014-01-12,3924,soda
2014-01-12,4165,condensed milk
2014-01-12,4165,tropical fruit
2014-01-12,4665,rolls/buns
2014-01-12,4665,soda
2014-01-12,4803,root vegetables
2014-01-12,4803,white bread
2014-01-12,4854,candy
2014-01-12,4854,domestic eggs
2014-01-12,4854,sugar
2014-01-12,4854,tropical fruit
2014-01-13,1051,bottled beer
2014-01-13,1051,hamburger meat
2014-01-13,1443,dessert
2014-01-13,1443,hamburger meat
2014-01-13,1483,meat
2014-01-13,1483,pip fruit
2014-01-13,1779,citrus fruit
2014-01-13,1779,newspapers
2014-01-13,1821,butter milk
2014-01-13,1821,coffee
2014-01-13,1956,butter
2014-01-13,1956,nut snack
2014-01-13,1956,salad dressing
2014-01-13,1961,frozen vegetables
2014-01-13,1961,rolls/buns
2014-01-13,1961,soda
2014-01-13,1961,sugar
2014-01-13,2148,canned beer
2014-01-13,2148,sauces
2014-01-13,2148,soda
2014-01-13,2383,pork
2014-01-13,2383,yogurt
2014-01-13,2927,hygiene articles
2014-01-13,2927,rolls/buns
2014-01-13,3482,oil
2014-01-13,3482,root vegetables
2014-01-13,3482,soda
2014-01-13,3539,bottled beer
2014-01-13,3539,photo/film
2014-01-13,3789,bottled water
2014-01-13,3789,italian sausage
2014-01-13,3789,rolls/buns
2014-01-13,3789,sausage
2014-01-13,4002,domestic eggs
2014-01-13,4002,flour
2014-01-13,4002,seasonal products
2014-01-13,4002,shopping bags
2014-01-13,4002,small milk
2014-01-13,4065,brown bread
2014-01-13,4065,herbs
2014-01-13,4065,pastry
2014-01-13,4067,med milk
2014-01-13,4067,specialty chocolate
2014-01-13,4355,pip fruit
2014-01-13,4355,rolls/buns
2014-01-13,4355,small milk
2014-01-13,4355,soda
2014-01-13,4681,bottled water
2014-01-13,4836,cream cheese 
2014-01-13,4836,rolls/buns
2014-01-13,4836,soda
2014-01-13,4836,whipped/sour cream
2014-01-13,4860,fruit/vegetable juice
2014-01-13,4860,pastry
2014-01-14,1065,chicken
2014-01-14,1065,large milk
2014-01-14,1065,long life bakery product
2014-01-14,1065,rum
2014-01-14,1065,sauces
2014-01-14,1065,tropical fruit
2014-01-14,1311,other vegetables
2014-01-14,1311,rolls/buns
2014-01-14,1608,fruit/vegetable juice
2014-01-14,1608,ice cream
2014-01-14,1859,chewing gum
2014-01-14,1859,soda
2014-01-14,2076,salty snack
2014-01-14,2076,small milk
2014-01-14,2076,softener
2014-01-14,2076,yogurt
2014-01-14,2294,med milk
2014-01-14,2294,whipped/sour cream
2014-01-14,2384,fruit/vegetable juice
2014-01-14,2384,rolls/buns
2014-01-14,2384,semi-finished bread
2014-01-14,2384,tropical fruit
2014-01-14,2463,berries
2014-01-14,2463,soda
2014-01-14,2541,soda
2014-01-14,2541,specialty bar
2014-01-14,2545,citrus fruit
2014-01-14,2545,onions
2014-01-14,2564,long life bakery product
2014-01-14,2564,rolls/buns
2014-01-14,2564,root vegetables
2014-01-14,2919,curd
2014-01-14,2919,other vegetables
2014-01-14,2919,rolls/buns
2014-01-14,2919,root vegetables
2014-01-14,3160,red/blush wine
2014-01-14,3160,shopping bags
2014-01-14,3246,chicken
2014-01-14,3246,coffee
2014-01-14,3246,frozen vegetables
2014-01-14,3246,pot plants
2014-01-14,3246,sauces
2014-01-14,3291,butter milk
2014-01-14,3291,newspapers
2014-01-14,3344,med milk
2014-01-14,3344,rolls/buns
2014-01-14,3344,delete
2014-01-14,3344,yogurt
2014-01-14,3361,bottled beer
2014-01-14,3361,white wine
2014-01-14,4086,dishes
2014-01-14,4086,napkins
2014-01-14,4086,pastry
2014-01-14,4086,semi-finished bread
2014-01-14,4143,other vegetables
2014-01-14,4143,pastry
2014-01-14,4206,rolls/buns
2014-01-14,4321,soda
2014-01-14,4321,yogurt
2014-01-14,4362,domestic eggs
2014-01-14,4362,fruit/vegetable juice
2014-01-14,4362,rolls/buns
2014-01-14,4362,yogurt
2014-01-14,4550,chicken
2014-01-14,4550,long life bakery product
2014-01-14,4858,detergent
2014-01-14,4858,misc. beverages
2014-01-15,1052,grapes
2014-01-15,1052,rolls/buns
2014-01-15,1052,root vegetables
2014-01-15,1052,soda
2014-01-15,1139,soft cheese
2014-01-15,1139,tropical fruit
2014-01-15,1169,other vegetables
2014-01-15,1169,rolls/buns
2014-01-15,1351,coffee
2014-01-15,1351,detergent
2014-01-15,1351,rolls/buns
2014-01-15,1351,tropical fruit
2014-01-15,1574,cereals
2014-01-15,1574,flour
2014-01-15,1574,italian sausage
2014-01-15,1574,large milk
2014-01-15,1574,sausage
2014-01-15,1591,bottled beer
2014-01-15,1591,cereals
2014-01-15,1591,frozen meals
2014-01-15,1591,other vegetables
2014-01-15,1591,root vegetables
2014-01-15,2160,margarine
2014-01-15,2160,rolls/buns
2014-01-15,2347,canned beer
2014-01-15,2347,sausage
2014-01-15,2355,chocolate
2014-01-15,2355,yogurt
2014-01-15,3554,make up remover
2014-01-15,3554,white bread
2014-01-15,3782,curd
2014-01-15,3782,pip fruit
2014-01-15,4243,napkins
2014-01-15,4243,sugar
2014-01-15,4762,med milk
2014-01-15,4762,pip fruit
2014-01-16,1054,fruit/vegetable juice
2014-01-16,1054,soda
2014-01-16,1194,bottled water
2014-01-16,1194,honey
2014-01-16,1194,large milk
2014-01-16,1476,coffee
2014-01-16,1476,italian sausage
2014-01-16,1476,sausage
2014-01-16,1476,yogurt
2014-01-16,1961,tropical fruit
2014-01-16,1961,yogurt
2014-01-16,2118,butter milk
2014-01-16,2118,frozen vegetables
2014-01-16,2118,herbs
2014-01-16,2237,flower (seeds)
2014-01-16,2237,sliced cheese
2014-01-16,2237,soups
2014-01-16,2332,rolls/buns
2014-01-16,2332,soft cheese
2014-01-16,2520,canned fruit
2014-01-16,2520,cereals
2014-01-16,2520,newspapers
2014-01-16,2716,curd cheese
2014-01-16,2716,rolls/buns
2014-01-16,2738,brown bread
2014-01-16,2738,pastry
2014-01-16,2738,pickled vegetables
2014-01-16,2738,salad dressing
2014-01-16,2738,sugar
2014-01-16,2851,misc. beverages
2014-01-16,2851,rolls/buns
2014-01-16,3221,bottled water
2014-01-16,3221,house keeping products
2014-01-16,3221,other vegetables
2014-01-16,3221,root vegetables
2014-01-16,3221,soda
2014-01-16,3222,rolls/buns
2014-01-16,3222,sliced cheese
2014-01-16,3566,hygiene articles
2014-01-16,3566,other vegetables
2014-01-16,3566,rolls/buns
2014-01-16,3566,soda
2014-01-16,3697,sausage
2014-01-16,3697,shopping bags
2014-01-16,3848,frozen vegetables
2014-01-16,3848,root vegetables
2014-01-16,4646,shopping bags
2014-01-16,4646,small milk
2014-01-16,4803,pickled vegetables
2014-01-16,4803,small milk
2014-01-17,1013,bottled water
2014-01-17,1013,hard cheese
2014-01-17,1013,napkins
2014-01-17,1316,rolls/buns
2014-01-17,1316,whipped/sour cream
2014-01-17,1360,italian sausage
2014-01-17,1360,ketchup
2014-01-17,1360,small milk
2014-01-17,1360,yogurt
2014-01-17,1613,pastry
2014-01-17,1613,tropical fruit
2014-01-17,1698,herbs
2014-01-17,1698,yogurt
2014-01-17,1743,italian sausage
