order_id,item_name
data5_303,whole wheat pasta
data5_304,burgers
data5_305,chocolate
data5_306,frozen vegetables
data5_307,tomato sauce
data5_308,milk
data5_309,pet food
data5_310,yogurt cake
data5_311,green tea
data5_312,escalope
data5_313,herb & pepper
data5_314,mineral water
data5_315,turkey
data5_316,turkey
data5_317,spaghetti
data5_318,turkey
data5_319,mineral water
data5_320,turkey
data5_321,spaghetti
data5_322,chocolate
data5_323,grated cheese
data5_324,chocolate
data5_325,spaghetti
data5_326,red wine
data5_327,red wine
data5_328,green tea
data5_329,mineral water
data5_330,muffins
data5_331,cake
data5_332,fresh tuna
data5_333,turkey
data5_334,burgers
data5_335,escalope
data5_336,chocolate
data5_337,ham
data5_338,avocado
data5_339,spaghetti
data5_340,energy bar
data5_341,fresh tuna
data5_342,energy drink
data5_343,whole wheat rice
data5_344,mineral water
data5_345,eggs
data5_346,escalope
data5_347,antioxydant juice
data5_348,shrimp
data5_349,grated cheese
data5_350,spaghetti
data5_351,champagne
data5_352,mineral water
data5_353,tomatoes
data5_354,chicken
data5_355,frozen vegetables
data5_356,ground beef
data5_357,french fries
data5_358,mineral water
data5_359,frozen vegetables
data5_360,honey
data5_361,whole wheat rice
data5_362,pancakes
data5_363,green tea
data5_364,french fries
data5_365,mineral water
data5_366,escalope
data5_367,grated cheese
data5_368,spaghetti
data5_369,milk
data5_370,sandwich
data5_371,chocolate
data5_372,shrimp
data5_373,red wine
data5_374,yams
data5_375,spaghetti
data5_376,french fries
data5_377,mineral water
data5_378,tomato sauce
data5_379,shrimp
data5_380,champagne
data5_381,salad
data5_382,french fries
data5_383,frozen vegetables
data5_384,french fries
data5_385,honey
data5_386,green tea
data5_387,frozen vegetables
data5_388,grated cheese
data5_389,shrimp
data5_390,turkey
data5_391,turkey
data5_392,turkey
data5_393,spaghetti
data5_394,milk
data5_395,burgers
data5_396,mineral water
data5_397,tomatoes
data5_398,mineral water
data5_399,ground beef
data5_400,pepper
data5_401,yogurt cake
data5_402,red wine
data5_403,candy bars
data5_404,eggs
data5_405,cookies
data5_406,cookies
data5_407,spaghetti
data5_408,cookies
data5_409,soup
data5_410,chocolate
data5_411,spaghetti
data5_412,mineral water
data5_413,herb & pepper
data5_414,burgers
data5_415,french fries
data5_416,frozen smoothie
data5_417,tomatoes
data5_418,salmon
data5_419,energy bar
data5_420,red wine
data5_421,ground beef
data5_422,cookies
data5_423,salmon
data5_424,cookies
data5_425,low fat yogurt
data5_426,eggs
data5_427,red wine
data5_428,tomatoes
data5_429,cookies
data5_430,parmesan cheese
data5_431,ground beef
data5_432,shrimp
data5_433,magazines
data5_434,turkey
data5_435,mineral water
data5_436,grated cheese
data5_437,chocolate
data5_438,burgers
data5_439,energy drink
data5_440,olive oil
data5_441,ground beef
data5_442,eggs
data5_443,spaghetti
data5_444,mineral water
data5_445,turkey
data5_446,green tea
data5_447,fresh tuna
data5_448,cookies
data5_449,cookies
data5_450,cookies
data5_451,tomatoes
data5_452,grated cheese
data5_453,protein bar
data5_454,herb & pepper
data5_455,burgers
data5_456,french fries
data5_457,frozen vegetables
data5_458,spaghetti
data5_459,herb & pepper
data5_460,ham
data5_461,ham
data5_462,chocolate
data5_463,eggs
data5_464,cake
data5_465,grated cheese
data5_466,tomatoes
data5_467,herb & pepper
data5_468,herb & pepper
data5_469,eggs
data5_470,shrimp
data5_471,ham
data5_472,energy bar
data5_473,herb & pepper
data5_474,fresh tuna
data5_475,red wine
data5_476,herb & pepper
data5_477,ground beef
data5_478,shrimp
data5_479,milk
data5_480,frozen vegetables
data5_481,turkey
data5_482,herb & pepper
data5_483,green tea
data5_484,cookies
data5_485,eggs
data5_486,spaghetti
data5_487,red wine
data5_488,turkey
data5_489,escalope
data5_490,frozen vegetables
data5_491,french fries
data5_492,turkey
data5_493,chocolate
data5_494,green tea
data5_495,mineral water
data5_496,cooking oil
data5_497,frozen vegetables
data5_498,ham
data5_499,chicken
data5_500,low fat yogurt
data5_501,eggs
data5_502,shrimp
data5_503,mineral water
data5_504,turkey
data5_505,fresh tuna
data5_506,turkey
data5_507,burgers
data5_508,pancakes
data5_509,mineral water
data5_510,eggs
data5_511,mineral water
data5_512,burgers
data5_513,soup
data5_514,chocolate
data5_515,herb & pepper
data5_516,turkey
data5_517,burgers
data5_518,grated cheese
data5_519,milk
data5_520,mineral water
data5_521,turkey
data5_522,herb & pepper
data5_523,tomatoes
data5_524,burgers
data5_525,cake
data5_526,chocolate
data5_527,ground beef
data5_528,mineral water
data5_529,protein bar
data5_530,eggs
data5_531,mayonnaise
data5_532,milk
data5_533,frozen vegetables
data5_534,frozen vegetables
data5_535,soup
data5_536,herb & pepper
data5_537,mineral water
data5_538,grated cheese
data5_539,spaghetti
data5_540,eggs
data5_541,turkey
data5_542,milk
data5_543,mineral water
data5_544,chocolate
data5_545,turkey
data5_546,eggs
data5_547,mineral water
data5_548,eggs
data5_549,chocolate
data5_550,frozen vegetables
data5_551,burgers
data5_552,burgers
data5_553,butter
data5_554,eggs
data5_555,cookies
data5_556,milk
data5_557,olive oil
data5_558,eggs
data5_559,eggs
data5_560,energy bar
data5_561,eggs
data5_562,eggs
data5_563,escalope
data5_564,shrimp
data5_565,chocolate
data5_566,cake
data5_567,pancakes
data5_568,herb & pepper
data5_569,cider
data5_570,frozen vegetables
data5_571,yams
data5_572,mineral water
data5_573,ham
data5_574,pepper
data5_575,turkey
data5_576,herb & pepper
data5_577,herb & pepper
data5_578,burgers
data5_579,chocolate
data5_580,cookies
data5_581,burgers
data5_582,frozen vegetables
data5_583,turkey
data5_584,burgers
data5_585,herb & pepper
data5_586,frozen vegetables
data5_587,milk
data5_588,turkey
data5_589,escalope
data5_590,parmesan cheese
data5_591,energy bar
data5_592,soup
data5_593,muffins
data5_594,burgers
data5_595,spaghetti
data5_596,avocado
data5_597,cookies
data5_598,green tea
data5_599,whole wheat pasta
data5_600,grated cheese
data5_601,grated cheese
data5_602,chocolate
data5_603,burger sauce
data5_604,eggs
data5_605,mineral water
data5_606,grated cheese
data5_607,eggs
data5_608,parmesan cheese
data5_609,turkey
data5_610,pickles
data5_611,pepper
data5_612,frozen vegetables
data5_613,spaghetti
data5_614,fresh tuna
data5_615,spaghetti
data5_616,soup
data5_617,burgers
data5_618,cookies
data5_619,fresh tuna
data5_620,yams
data5_621,ham
data5_622,mineral water
data5_623,cookies
data5_624,chocolate
data5_625,eggs
data5_626,antioxydant juice
data5_627,ground beef
data5_628,cake
data5_629,turkey
data5_630,chocolate
data5_631,green grapes
data5_632,shrimp
data5_633,ground beef
data5_634,escalope
data5_635,turkey
data5_636,ground beef
data5_637,whole wheat pasta
data5_638,red wine
data5_639,frozen vegetables
data5_640,turkey
data5_641,turkey
data5_642,french fries
data5_643,muffins
data5_644,herb & pepper
data5_645,mineral water
data5_646,grated cheese
data5_647,mineral water
data5_648,escalope
data5_649,grated cheese
data5_650,ground beef
data5_651,cookies
data5_652,ground beef
data5_653,frozen vegetables
data5_654,herb & pepper
data5_655,shrimp
data5_656,ham
data5_657,chicken
data5_658,shrimp
data5_659,energy drink
data5_660,ham
data5_661,shrimp
data5_662,turkey
data5_663,shrimp
data5_664,turkey
data5_665,shrimp
data5_666,burgers
data5_667,low fat yogurt
data5_668,mineral water
data5_669,milk
data5_670,chocolate
data5_671,whole wheat pasta
data5_672,yams
data5_673,turkey
data5_674,shrimp
data5_675,mineral water
data5_676,spaghetti
data5_677,herb & pepper
data5_678,spaghetti
data5_679,frozen vegetables
data5_680,green tea
data5_681,burgers
data5_682,ham
data5_683,whole wheat pasta
data5_684,vegetables mix
data5_685,olive oil
data5_686,herb & pepper
data5_687,herb & pepper
data5_688,yams
data5_689,chicken
data5_690,turkey
data5_691,whole wheat pasta
data5_692,chocolate
data5_693,burgers
data5_694,mineral water
data5_695,muffins
data5_696,turkey
data5_697,burgers
data5_698,burgers
data5_699,herb & pepper
data5_700,frozen smoothie
data5_701,chicken
data5_702,whole wheat pasta
data5_703,milk
data5_704,grated cheese
data5_705,escalope
data5_706,soup
data5_707,herb & pepper
data5_708,grated cheese
data5_709,honey
data5_710,parmesan cheese
data5_711,bramble
data5_712,ground beef
data5_713,chocolate
data5_714,chocolate
data5_715,cookies
data5_716,spaghetti
data5_717,chocolate
data5_718,spaghetti
data5_719,frozen vegetables
data5_720,mineral water
data5_721,herb & pepper
data5_722,burgers
data5_723,mineral water
data5_724,eggs
data5_725,shrimp
data5_726,mineral water
data5_727,cake
data5_728,frozen vegetables
data5_729,almonds
data5_730,french fries
data5_731,hot dogs
data5_732,mineral water
data5_733,ground beef
data5_734,french fries
data5_735,soup
data5_736,chocolate
data5_737,yams
data5_738,frozen vegetables
data5_739,fresh tuna
data5_740,grated cheese
data5_741,energy bar
data5_742,burgers
data5_743,burgers
data5_744,ground beef
data5_745,mineral water
data5_746,turkey
data5_747,french fries
data5_748,french fries
data5_749,turkey
data5_750,whole wheat pasta
data5_751,cookies
data5_752,turkey
data5_753,turkey
data5_754,turkey
data5_755,low fat yogurt
data5_756,nonfat milk
data5_757,frozen vegetables
data5_758,herb & pepper
data5_759,yogurt cake
data5_760,sandwich
data5_761,shrimp
data5_762,pepper
data5_763,mineral water
data5_764,candy bars
data5_765,red wine
data5_766,spaghetti
data5_767,mineral water
data5_768,grated cheese
data5_769,frozen vegetables
data5_770,chocolate
data5_771,spaghetti
data5_772,burgers
data5_773,mineral water
data5_774,eggs
data5_775,tomato juice
data5_776,muffins
data5_777,soup
data5_778,mineral water
data5_779,pepper
data5_780,pickles
data5_781,bug spray
data5_782,frozen vegetables
data5_783,spaghetti
data5_784,pancakes
data5_785,muffins
data5_786,frozen vegetables
data5_787,turkey
data5_788,chocolate
data5_789,spaghetti
data5_790,frozen vegetables
data5_791,butter
data5_792,herb & pepper
data5_793,soup
data5_794,shrimp
data5_795,milk
data5_796,escalope
data5_797,parmesan cheese
data5_798,grated cheese
data5_799,burgers
data5_800,turkey
data5_801,turkey
data5_802,tomatoes
data5_803,turkey
data5_804,mineral water
data5_805,pancakes
data5_806,yams
data5_807,shrimp
data5_808,chicken
data5_809,burgers
data5_810,shrimp
data5_811,spaghetti
data5_812,muffins
data5_813,grated cheese
data5_814,grated cheese
data5_815,pepper
data5_816,frozen vegetables
data5_817,olive oil
data5_818,whole wheat pasta
data5_819,eggs
data5_820,muffins
data5_821,green tea
data5_822,mineral water
data5_823,mineral water
data5_824,shrimp
data5_825,herb & pepper
data5_826,grated cheese
data5_827,mineral water
data5_828,pancakes
data5_829,mineral water
data5_830,burgers
data5_831,parmesan cheese
data5_832,whole wheat rice
data5_833,ground beef
data5_834,butter
data5_835,pepper
data5_836,herb & pepper
data5_837,grated cheese
data5_838,cookies
data5_839,milk
data5_840,milk
data5_841,tomatoes
data5_842,ham
data5_843,green tea
data5_844,chocolate
data5_845,escalope
data5_846,burgers
data5_847,green tea
data5_848,grated cheese
data5_849,turkey
data5_850,muffins
data5_851,ground beef
data5_852,burgers
data5_853,ground beef
data5_854,green beans
data5_855,frozen vegetables
data5_856,parmesan cheese
data5_857,mineral water
data5_858,turkey
data5_859,avocado
data5_860,green tea
data5_861,chocolate
data5_862,grated cheese
data5_863,mineral water
data5_864,whole wheat rice
data5_865,nonfat milk
data5_866,french fries
data5_867,mineral water
data5_868,olive oil
data5_869,turkey
data5_870,parmesan cheese
data5_871,burgers
data5_872,shrimp
data5_873,fresh tuna
data5_874,strawberries
data5_875,herb & pepper
data5_876,herb & pepper
data5_877,spaghetti
data5_878,turkey
data5_879,eggplant
data5_880,burgers
data5_881,chocolate
data5_882,strong cheese
data5_883,chocolate
data5_884,chocolate
data5_885,turkey
data5_886,olive oil
data5_887,turkey
data5_888,chocolate
data5_889,shrimp
data5_890,muffins
data5_891,yogurt cake
data5_892,turkey
data5_893,grated cheese
data5_894,butter
data5_895,butter
data5_896,shrimp
data5_897,burgers
data5_898,turkey
data5_899,shrimp
data5_900,fresh tuna
data5_901,chocolate
data5_902,sparkling water
data5_903,frozen vegetables
data5_904,turkey
data5_905,red wine
data5_906,french fries
data5_907,burgers
data5_908,mushroom cream sauce
data5_909,butter
data5_910,whole wheat rice
data5_911,gums
data5_912,mineral water
data5_913,cereals
data5_914,shrimp
data5_915,ham
data5_916,eggs
data5_917,ground beef
data5_918,frozen vegetables
data5_919,whole wheat rice
data5_920,green tea
data5_921,parmesan cheese
data5_922,fresh tuna
data5_923,ground beef
data5_924,muffins
data5_925,frozen vegetables
data5_926,pickles
data5_927,avocado
data5_928,sandwich
data5_929,spaghetti
data5_930,champagne
data5_931,spaghetti
data5_932,champagne
data5_933,avocado
data5_934,turkey
data5_935,burgers
data5_936,burgers
data5_937,tomatoes
data5_938,fresh tuna
data5_939,milk
data5_940,shrimp
data5_941,spaghetti
data5_942,grated cheese
data5_943,fresh tuna
data5_944,cake
data5_945,shrimp
data5_946,candy bars
data5_947,avocado
data5_948,shrimp
data5_949,french fries
data5_950,strawberries
data5_951,ground beef
data5_952,grated cheese
data5_953,turkey
data5_954,frozen vegetables
data5_955,burgers
data5_956,grated cheese
data5_957,burgers
data5_958,parmesan cheese
data5_959,parmesan cheese
data5_960,spaghetti
data5_961,mint
data5_962,chocolate
data5_963,butter
data5_964,chocolate
data5_965,eggs
data5_966,yogurt cake
data5_967,herb & pepper
data5_968,frozen vegetables
data5_969,herb & pepper
data5_970,eggs
data5_971,whole wheat pasta
data5_972,burgers
data5_973,chocolate
data5_974,burgers
data5_975,green tea
data5_976,cookies
data5_977,french fries
data5_978,milk
data5_979,eggs
data5_980,eggs
data5_981,mineral water
data5_982,shrimp
data5_983,whole wheat rice
data5_984,frozen vegetables
data5_985,green tea
data5_986,fresh tuna
data5_987,spaghetti
data5_988,burgers
data5_989,grated cheese
data5_990,shrimp
data5_991,frozen vegetables
data5_992,spaghetti
data5_993,grated cheese
data5_994,ground beef
data5_995,shrimp
data5_996,frozen smoothie
data5_997,herb & pepper
data5_998,turkey
data5_999,herb & pepper
data5_1000,green tea
data5_1001,grated cheese
data5_1002,flax seed
data5_1003,chocolate
data5_1004,burgers
data5_1005,escalope
data5_1006,chocolate
data5_1007,pickles
data5_1008,ground beef
data5_1009,pancakes
data5_1010,pancakes
data5_1011,chocolate
data5_1012,magazines
data5_1013,spaghetti
data5_1014,mineral water
data5_1015,burgers
data5_1016,burgers
data5_1017,frozen vegetables
data5_1018,turkey
data5_1019,spinach
data5_1020,turkey
data5_1021,turkey
data5_1022,chocolate
data5_1023,frozen vegetables
data5_1024,escalope
data5_1025,shrimp
data5_1026,chocolate
data5_1027,grated cheese
data5_1028,eggs
data5_1029,chocolate
data5_1030,burgers
data5_1031,spinach
data5_1032,frozen vegetables
data5_1033,escalope
data5_1034,escalope
data5_1035,eggs
data5_1036,shrimp
data5_1037,milk
data5_1038,french fries
data5_1039,cookies
data5_1040,burgers
data5_1041,grated cheese
data5_1042,pet food
data5_1043,turkey
data5_1044,oil
data5_1045,chocolate
data5_1046,herb & pepper
data5_1047,avocado
data5_1048,grated cheese
data5_1049,soup
data5_1050,chocolate
data5_1051,olive oil
data5_1052,olive oil
data5_1053,pancakes
data5_1054,mineral water
data5_1055,grated cheese
data5_1056,eggs
data5_1057,shrimp
data5_1058,shrimp
data5_1059,french fries
data5_1060,chicken
data5_1061,french fries
data5_1062,nonfat milk
data5_1063,burgers
data5_1064,herb & pepper
data5_1065,fresh tuna
data5_1066,tomato sauce
data5_1067,parmesan cheese
data5_1068,frozen vegetables
data5_1069,turkey
data5_1070,pepper
data5_1071,shrimp
data5_1072,red wine
data5_1073,burgers
data5_1074,ground beef
data5_1075,oil
data5_1076,cookies
data5_1077,low fat yogurt
data5_1078,tomatoes
data5_1079,green tea
data5_1080,mushroom cream sauce
data5_1081,pepper
data5_1082,turkey
data5_1083,ham
data5_1084,mineral water
data5_1085,avocado
data5_1086,red wine
data5_1087,strawberries
data5_1088,chocolate
data5_1089,energy bar
data5_1090,mineral water
data5_1091,shrimp
data5_1092,frozen vegetables
data5_1093,cereals
data5_1094,mineral water
data5_1095,french fries
data5_1096,burgers
data5_1097,ground beef
data5_1098,whole wheat pasta
data5_1099,spaghetti
data5_1100,burgers
data5_1101,energy bar
data5_1102,chocolate
data5_1103,mineral water
data5_1104,burgers
data5_1105,mineral water
data5_1106,ground beef
data5_1107,shrimp
data5_1108,muffins
data5_1109,ground beef
data5_1110,fresh tuna
data5_1111,green tea
data5_1112,shrimp
data5_1113,mint
data5_1114,spaghetti
data5_1115,mineral water
data5_1116,soda
data5_1117,chocolate
data5_1118,chocolate
data5_1119,fresh tuna
data5_1120,mineral water
data5_1121,shrimp
data5_1122,cookies
data5_1123,turkey
data5_1124,chocolate
data5_1125,turkey
data5_1126,escalope
data5_1127,spaghetti
data5_1128,spinach
data5_1129,chocolate
data5_1130,cookies
data5_1131,milk
data5_1132,vegetables mix
data5_1133,chocolate
data5_1134,milk
data5_1135,shrimp
data5_1136,ham
data5_1137,ground beef
data5_1138,turkey
data5_1139,milk
data5_1140,ground beef
data5_1141,milk
data5_1142,oil
data5_1143,shrimp
data5_1144,herb & pepper
data5_1145,avocado
data5_1146,soup
data5_1147,chocolate
data5_1148,burgers
data5_1149,tomato sauce
data5_1150,clothes accessories
data5_1151,yams
data5_1152,turkey
data5_1153,pickles
data5_1154,oil
data5_1155,soup
data5_1156,tomato sauce
data5_1157,mineral water
data5_1158,burgers
data5_1159,french fries
data5_1160,mineral water
data5_1161,chicken
data5_1162,chicken
data5_1163,spaghetti
data5_1164,olive oil
data5_1165,milk
data5_1166,grated cheese
data5_1167,mineral water
data5_1168,cookies
data5_1169,ham
data5_1170,french fries
data5_1171,escalope
data5_1172,mineral water
data5_1173,chocolate
data5_1174,tomatoes
data5_1175,grated cheese
data5_1176,oil
data5_1177,mineral water
data5_1178,tomatoes
data5_1179,ground beef
data5_1180,fresh tuna
data5_1181,muffins
data5_1182,burgers
data5_1183,protein bar
data5_1184,oil
data5_1185,frozen vegetables
data5_1186,candy bars
data5_1187,butter
data5_1188,ham
data5_1189,dessert wine
data5_1190,herb & pepper
data5_1191,grated cheese
data5_1192,meatballs
data5_1193,whole wheat rice
data5_1194,tomato sauce
data5_1195,low fat yogurt
data5_1196,cake
data5_1197,energy bar
data5_1198,butter
data5_1199,chicken
data5_1200,eggs
data5_1201,eggs
data5_1202,eggs
data5_1203,burgers
data5_1204,french wine
data5_1205,cookies
data5_1206,cookies
data5_1207,shrimp
data5_1208,milk
data5_1209,milk
data5_1210,hot dogs
data5_1211,frozen vegetables
data5_1212,shrimp
data5_1213,eggs
data5_1214,olive oil
data5_1215,shrimp
data5_1216,meatballs
data5_1217,spaghetti
data5_1218,cookies
data5_1219,french fries
data5_1220,frozen vegetables
data5_1221,green tea
data5_1222,fresh tuna
data5_1223,olive oil
data5_1224,shrimp
data5_1225,avocado
data5_1226,mineral water
data5_1227,cookies
data5_1228,eggs
data5_1229,ham
data5_1230,burgers
data5_1231,spaghetti
data5_1232,frozen vegetables
data5_1233,shrimp
data5_1234,frozen vegetables
data5_1235,corn
data5_1236,burgers
data5_1237,herb & pepper
data5_1238,cookies
data5_1239,cookies
data5_1240,eggs
data5_1241,mineral water
data5_1242,ground beef
data5_1243,milk
data5_1244,pepper
data5_1245,red wine
data5_1246,fresh bread
data5_1247,chocolate
data5_1248,ham
data5_1249,eggs
data5_1250,chocolate
data5_1251,eggs
data5_1252,spaghetti
data5_1253,turkey
data5_1254,low fat yogurt
data5_1255,pepper
data5_1256,mineral water
data5_1257,milk
data5_1258,olive oil
data5_1259,salmon
data5_1260,shrimp
data5_1261,pepper
data5_1262,burgers
data5_1263,spaghetti
data5_1264,turkey
data5_1265,pancakes
data5_1266,eggs
data5_1267,escalope
data5_1268,brownies
data5_1269,flax seed
data5_1270,cookies
data5_1271,ham
data5_1272,mineral water
data5_1273,dessert wine
data5_1274,turkey
data5_1275,chocolate
data5_1276,turkey
data5_1277,tomatoes
data5_1278,ground beef
data5_1279,tomatoes
data5_1280,grated cheese
data5_1281,spaghetti
data5_1282,cake
data5_1283,burgers
data5_1284,fromage blanc
data5_1285,fresh bread
data5_1286,ham
data5_1287,cake
data5_1288,burgers
data5_1289,tomatoes
data5_1290,salmon
data5_1291,shrimp
data5_1292,spaghetti
data5_1293,turkey
data5_1294,burgers
data5_1295,herb & pepper
data5_1296,red wine
data5_1297,milk
data5_1298,energy bar
data5_1299,mineral water
data5_1300,eggs
data5_1301,frozen vegetables
data5_1302,mineral water
data5_1303,french fries
data5_1304,turkey
data5_1305,burgers
data5_1306,fresh bread
data5_1307,milk
data5_1308,tomato sauce
data5_1309,burgers
data5_1310,milk
data5_1311,grated cheese
data5_1312,soup
data5_1313,turkey
data5_1314,turkey
data5_1315,soup
data5_1316,dessert wine
data5_1317,grated cheese
data5_1318,energy drink
data5_1319,muffins
data5_1320,energy drink
data5_1321,milk
data5_1322,salmon
data5_1323,eggs
data5_1324,cake
data5_1325,grated cheese
data5_1326,soup
data5_1327,herb & pepper
data5_1328,milk
data5_1329,chocolate
data5_1330,protein bar
data5_1331,tomatoes
data5_1332,green tea
data5_1333,frozen vegetables
data5_1334,chocolate bread
data5_1335,grated cheese
data5_1336,fresh bread
data5_1337,spaghetti
data5_1338,milk
data5_1339,turkey
data5_1340,yogurt cake
data5_1341,burgers
data5_1342,oil
data5_1343,frozen vegetables
data5_1344,shrimp
data5_1345,fresh bread
data5_1346,mineral water
data5_1347,green tea
data5_1348,frozen vegetables
data5_1349,cookies
data5_1350,escalope
data5_1351,cookies
data5_1352,mashed potato
data5_1353,eggs
data5_1354,cake
data5_1355,mineral water
data5_1356,parmesan cheese
data5_1357,mineral water
data5_1358,milk
data5_1359,ground beef
data5_1360,cake
data5_1361,cookies
data5_1362,burgers
